0	0.417	0.583
1	0.3647	0.6353
2	0.3288	0.6712
3	0.302	0.698
4	0.2891	0.7109
5	0.2847	0.7153
6	0.2814	0.7186
7	0.2812	0.7188
8	0.2803	0.7197
9	0.2816	0.7184
10	0.2824	0.7176
11	0.854737	0.145263
12	0.853762	0.146238
13	0.861615	0.138385
14	0.85963	0.14037
15	0.860242	0.139758
16	0.8618	0.1382
17	0.861653	0.138347
18	0.863117	0.136883
19	0.865009	0.134991
20	0.868346	0.131654
21	0.867423	0.132577
22	0.870796	0.129204
23	0.875397	0.124603
24	0.879237	0.120763
25	0.883598	0.116402
26	0.894977	0.105023
27	0.892109	0.107891
28	0.89375	0.10625
29	0.893987	0.106013
30	0.891938	0.108062
31	0.893406	0.106594
32	0.88761	0.11239
33	0.888138	0.111862
34	0.892593	0.107407
35	0.89646	0.10354
36	0.896173	0.103827
37	0.894719	0.105281
38	0.894771	0.105229
39	0.890778	0.109222
40	0.881268	0.118732
41	0.879526	0.120474
42	0.886161	0.113839
43	0.883994	0.116006
44	0.884094	0.115906
45	0.88522	0.11478
46	0.889379	0.110621
47	0.893811	0.106189
48	0.892534	0.107466
49	0.895905	0.104095
50	0.903346	0.0966543
51	0.901295	0.0987045
52	0.900766	0.0992343
53	0.901769	0.0982306
54	0.905889	0.0941105
55	0.908298	0.0917017
56	0.900804	0.0991957
57	0.902048	0.0979519
58	0.901915	0.0980854
59	0.906113	0.0938871
60	0.90808	0.0919204
61	0.912072	0.087928
62	0.91133	0.08867
63	0.91191	0.0880904
64	0.911316	0.0886841
65	0.90948	0.0905197
66	0.904573	0.0954274
67	0.901436	0.0985638
68	0.900252	0.0997478
69	0.899888	0.100112
70	0.90064	0.0993599
71	0.905876	0.0941242
72	0.906285	0.0937152
73	0.905211	0.0947894
74	0.9075	0.0925
75	0.903894	0.096106
76	0.907591	0.0924092
77	0.901725	0.0982754
78	0.904384	0.0956164
79	0.904267	0.095733
80	0.908174	0.0918256
81	0.911909	0.0880914
82	0.906165	0.0938345
83	0.908232	0.0917679
84	0.909823	0.0901771
85	0.906467	0.0935329
86	0.900292	0.0997075
87	0.902575	0.097425
88	0.90644	0.0935595
89	0.908514	0.091486
90	0.910742	0.0892575
91	0.910479	0.0895208
92	0.915045	0.0849553
93	0.913761	0.0862385
94	0.915471	0.0845291
95	0.914545	0.0854545
96	0.917961	0.0820393
97	0.923891	0.0761094
98	0.920566	0.0794344
99	0.918801	0.0811988
100	0.915034	0.0849657
