0	0.353111	0.4205
1	0.353111	0.3844
2	0.353111	0.3615
3	0.353111	0.3486
4	0.353111	0.3387
5	0.353111	0.3304
6	0.353111	0.324
7	0.353111	0.3194
8	0.353111	0.3146
9	0.353111	0.3123
10	0.422045	0.3183
11	0.422124	0.3246
12	0.418136	0.3295
13	0.419172	0.3339
14	0.419705	0.3366
15	0.413725	0.3396
16	0.417319	0.3447
17	0.417183	0.3467
18	0.419489	0.3499
19	0.419827	0.3517
20	0.420612	0.3543
21	0.420304	0.3581
22	0.42148	0.3617
23	0.425668	0.3662
24	0.42434	0.3658
25	0.424424	0.369
26	0.427975	0.3715
27	0.426297	0.3723
28	0.427333	0.3739
29	0.428899	0.3789
30	0.43096	0.3802
31	0.430341	0.3819
32	0.429261	0.3831
33	0.433099	0.3838
34	0.433813	0.3879
35	0.42977	0.3896
36	0.434915	0.3919
37	0.433743	0.395
38	0.432728	0.3961
39	0.435156	0.3982
40	0.435425	0.3999
41	0.434579	0.4021
42	0.434622	0.4041
43	0.434016	0.4081
44	0.433779	0.411
45	0.432907	0.4142
46	0.43363	0.4144
47	0.43666	0.4169
48	0.437419	0.4199
49	0.435793	0.4202
50	0.438206	0.4225
51	0.436765	0.4233
52	0.439588	0.4248
53	0.440216	0.4287
54	0.43946	0.432
55	0.443587	0.4299
56	0.440418	0.4328
57	0.44029	0.4356
58	0.441603	0.4392
59	0.438508	0.4428
60	0.439657	0.4444
61	0.440366	0.4458
62	0.439526	0.4452
63	0.438763	0.4441
64	0.441257	0.4412
65	0.440853	0.4438
66	0.44036	0.4486
67	0.439693	0.4492
68	0.440505	0.4519
69	0.439957	0.4553
70	0.440098	0.4586
71	0.439804	0.4643
72	0.442819	0.4664
73	0.440076	0.4665
74	0.443036	0.468
75	0.443037	0.4671
76	0.44134	0.4676
77	0.44276	0.4706
78	0.442238	0.4727
79	0.442085	0.4727
80	0.442963	0.4737
81	0.441974	0.4736
82	0.438962	0.4801
83	0.439852	0.4837
84	0.442604	0.4855
85	0.440813	0.4891
86	0.443515	0.4894
87	0.444856	0.49
88	0.438907	0.49
89	0.441467	0.4888
90	0.444193	0.4933
91	0.441796	0.4936
92	0.440473	0.4975
93	0.441563	0.5003
94	0.441166	0.5012
95	0.44155	0.4998
96	0.438763	0.4997
97	0.442948	0.5003
98	0.442666	0.503
99	0.442831	0.5043
100	0.442264	0.5077
101	0.443482	0.5084
102	0.441086	0.509
103	0.441969	0.5099
104	0.442459	0.5148
105	0.43934	0.5128
106	0.440281	0.5127
107	0.44171	0.514
108	0.442758	0.515
109	0.439199	0.5145
110	0.442507	0.5165
111	0.440627	0.5223
112	0.440491	0.5189
113	0.440444	0.5182
114	0.442888	0.5214
115	0.440926	0.5261
116	0.440144	0.5238
117	0.437991	0.5279
118	0.439447	0.527
119	0.435612	0.5261
120	0.43927	0.5268
121	0.43931	0.5269
122	0.437236	0.5274
123	0.436968	0.5309
124	0.437877	0.5311
125	0.438664	0.5331
126	0.435571	0.5332
127	0.438796	0.531
128	0.435182	0.5323
129	0.436751	0.534
130	0.437027	0.5353
131	0.438262	0.5343
132	0.442484	0.5332
133	0.439832	0.5342
134	0.436966	0.5345
135	0.434206	0.538
