b=1	0.799498
b=1.025	0.725558
b=1.05	0.669147
b=1.075	0.614689
b=1.1	0.566797
b=1.125	0.525654
b=1.15	0.4821
b=1.175	0.446527
b=1.2	0.397764
b=1.225	0.362582
b=1.25	0.321009
b=1.275	0.281713
b=1.3	0.242216
b=1.325	0.20615
b=1.35	0.175168
b=1.375	0.143305
b=1.4	0.116957
b=1.425	0.0941363
b=1.45	0.0663309
b=1.475	0.0380838
b=1.5	0.0179715
b=1.525	0.00509864
b=1.55	0.000229367
b=1.575	9.37509e-021
b=1.6	9.37509e-041
b=1.625	9.37509e-061
b=1.65	9.37509e-081
b=1.675	9.37509e-101
b=1.7	9.37509e-121
b=1.725	9.37509e-141
b=1.75	9.37509e-161
b=1.775	9.37509e-181
b=1.8	9.37509e-201
b=1.825	9.37509e-221
b=1.85	9.37509e-241
b=1.875	9.37509e-261
b=1.9	9.37509e-281
b=1.925	9.37509e-301
b=1.95	9.37737e-321
b=1.975	0
